Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
fliM CDS,4949375,4950343,969,reverse,PP_4358,162.4,215.72
flagellar biosynthesis switching/energizing protein,4949375,4950343,969,reverse,,162.4,215.72
fliL CDS,4950353,4950850,498,reverse,PP_4359,88.59,117.68
flagellar protein FliL,4950353,4950850,498,reverse,,88.59,117.68
fliK CDS,4951007,4952272,1266,reverse,PP_4361,304.02,403.83
flagellar hook-length control protein FliK,4951007,4952272,1266,reverse,,304.02,403.83
hypothetical protein CDS,4952344,4952682,339,reverse,PP_4362,479.74,637.23
hypothetical protein,4952344,4952682,339,reverse,,479.74,637.23
two-component system sensor histidine kinase/response regulator CDS,4952740,4954431,1692,reverse,PP_4363,361.07,479.6
two-component system sensor histidine kinase/response regulator,4952740,4954431,1692,reverse,,361.07,479.6
anti-sigma F factor antagonist CDS,4954440,4954745,306,reverse,PP_4364,320.03,425.09
anti-sigma F factor antagonist,4954440,4954745,306,reverse,,320.03,425.09
fliJ CDS,4954922,4955374,453,reverse,PP_4365,52.26,69.42
flagellar protein FliJ,4954922,4955374,453,reverse,,52.26,69.42
fliI CDS,4955381,4956754,1374,reverse,PP_4366,72.65,96.5
flagellum-specific ATP synthase,4955381,4956754,1374,reverse,,72.65,96.5
fliH CDS,4956726,4957517,792,reverse,PP_4367,237.51,315.48
flagellar assembly protein FliH,4956726,4957517,792,reverse,,237.51,315.48
fliG CDS,4957680,4958699,1020,reverse,PP_4368,283.82,377
flagellar motor switch protein,4957680,4958699,1020,reverse,,283.82,377
fliF CDS,4958692,4960470,1779,reverse,PP_4369,160.81,213.6
flagellar M-ring protein,4958692,4960470,1779,reverse,,160.81,213.6
fliE CDS,4960486,4960818,333,reverse,PP_4370,213.42,283.49
flagellar hook-basal body complex protein FliE,4960486,4960818,333,reverse,,213.42,283.49
atoC CDS,4961082,4962437,1356,reverse,PP_4371,123.41,163.92
two-component system DNA-binding transcriptional activator AtoC,4961082,4962437,1356,reverse,,123.41,163.92
fleS CDS,4962437,4963654,1218,reverse,PP_4372,254.84,338.51
two-component system sensor histidine kinase FleS,4962437,4963654,1218,reverse,,254.84,338.51
fleQ CDS,4963882,4965357,1476,reverse,PP_4373,191.29,254.09
transcriptional regulator FleQ,4963882,4965357,1476,reverse,,191.29,254.09
fliT CDS,4965528,4965821,294,reverse,PP_4374,863.34,1146.77
flagellar protein,4965528,4965821,294,reverse,,863.34,1146.77
fliS CDS,4965840,4966235,396,reverse,PP_4375,2617.93,3477.39
flagellar chaperone,4965840,4966235,396,reverse,,2617.93,3477.39
fliD CDS,4966318,4967676,1359,reverse,PP_4376,1438.27,1910.45
flagellar filament capping protein,4966318,4967676,1359,reverse,,1438.27,1910.45
flagellin FlaG CDS,4967760,4968104,345,reverse,PP_4377,3150.46,4184.75
flagellin FlaG,4967760,4968104,345,reverse,,3150.46,4184.75
fliC CDS,4968179,4970242,2064,reverse,PP_4378,3893.31,5171.48
flagellin,4968179,4970242,2064,reverse,,3893.31,5171.48
3-oxoacyl-ACP synthase CDS,4970636,4971565,930,reverse,PP_4379,122.97,163.34
3-oxoacyl-ACP synthase,4970636,4971565,930,reverse,,122.97,163.34
flgL CDS,4971982,4973547,1566,reverse,PP_4380,234.19,311.08
flagellar hook-associated protein FlgL,4971982,4973547,1566,reverse,,234.19,311.08
flgK CDS,4973561,4975603,2043,reverse,PP_4381,172.96,229.75
flagellar hook-associated protein FlgK,4973561,4975603,2043,reverse,,172.96,229.75
flgJ CDS,4975616,4976770,1155,reverse,PP_4382,118.03,156.78
peptidoglycan hydrolase FlgJ,4975616,4976770,1155,reverse,,118.03,156.78
flgI CDS,4976782,4977891,1110,reverse,PP_4383,111.59,148.22
flagellar P-ring protein,4976782,4977891,1110,reverse,,111.59,148.22
flgH CDS,4977904,4978599,696,reverse,PP_4384,209.2,277.88
flagellar L-ring protein,4977904,4978599,696,reverse,,209.2,277.88
flgG CDS,4978636,4979421,786,reverse,PP_4385,699.23,928.78
flagellar basal-body rod protein FlgG,4978636,4979421,786,reverse,,699.23,928.78
flgF CDS,4979469,4980209,741,reverse,PP_4386,439.32,583.55
flagellar basal-body rod protein FlgF,4979469,4980209,741,reverse,,439.32,583.55
hypothetical protein CDS,4980370,4980561,192,reverse,PP_4387,170.66,226.68
hypothetical protein,4980370,4980561,192,reverse,,170.66,226.68
flgE CDS,4980629,4981951,1323,reverse,PP_4388,869.51,1154.97
flagellar hook protein FlgE,4980629,4981951,1323,reverse,,869.51,1154.97
flgD CDS,4981980,4982681,702,reverse,PP_4389,565.56,751.23
flagellar basal-body rod modification protein FlgD,4981980,4982681,702,reverse,,565.56,751.23
flgC CDS,4982694,4983137,444,reverse,PP_4390,1718.13,2282.19
flagellar basal-body rod protein FlgC,4982694,4983137,444,reverse,,1718.13,2282.19
flgB CDS,4983140,4983550,411,reverse,PP_4391,1652.84,2195.47
flagellar basal-body rod protein FlgB,4983140,4983550,411,reverse,,1652.84,2195.47
cheR CDS,4983872,4984699,828,reverse,PP_4392,131.87,175.16
chemotaxis protein methyltransferase,4983872,4984699,828,reverse,,131.87,175.16
chemotaxis protein CDS,4984752,4985681,930,reverse,PP_4393,1151.35,1529.34
chemotaxis protein,4984752,4985681,930,reverse,,1151.35,1529.34
flgA CDS,4985759,4986511,753,forward,PP_4394,372.87,495.29
flagella basal body P-ring formation protein,4985759,4986511,753,forward,,372.87,495.29
flgM CDS,4986676,4986990,315,forward,PP_4395,2216.78,2944.55
flagellin biosynthesis negative regulator FlgM,4986676,4986990,315,forward,,2216.78,2944.55
hypothetical protein CDS,4987040,4987507,468,forward,PP_4396,762.55,1012.89
hypothetical protein,4987040,4987507,468,forward,,762.55,1012.89
flgZ CDS,4987587,4988330,744,forward,PP_4397,309.65,411.3
flagellar brake protein YcgR,4987587,4988330,744,forward,,309.65,411.3
MFS transporter CDS,4988424,4989758,1335,reverse,PP_4398,38.03,50.51
MFS transporter,4988424,4989758,1335,reverse,,38.03,50.51
glutamine synthetase CDS,4989890,4991131,1242,reverse,PP_4399,41.76,55.48
glutamine synthetase,4989890,4991131,1242,reverse,,41.76,55.48
bkdR CDS,4991360,4991845,486,reverse,PP_4400,18.23,24.22
Bkd operon transcriptional regulator,4991360,4991845,486,reverse,,18.23,24.22
bkdAA CDS,4992044,4993276,1233,forward,PP_4401,123.48,164.01
branched-chain alpha-keto acid dehydrogenase complex subunit alpha,4992044,4993276,1233,forward,,123.48,164.01
bkdAB CDS,4993317,4994336,1020,forward,PP_4402,180.12,239.25
branched-chain alpha-keto acid dehydrogenase complex subunit beta,4993317,4994336,1020,forward,,180.12,239.25
bkdB CDS,4994337,4995608,1272,forward,PP_4403,117.91,156.62
branched-chain alpha-keto acid dehydrogenase complex lipoamide acyltransferase,4994337,4995608,1272,forward,,117.91,156.62
lpdV CDS,4995611,4996990,1380,forward,PP_4404,58.86,78.18
branched-chain alpha-keto acid dehydrogenase complex dihydrolipoyl dehydrogenase,4995611,4996990,1380,forward,,58.86,78.18
sensory box protein CDS,4997102,4998100,999,reverse,PP_4405,60.61,80.51
sensory box protein,4997102,4998100,999,reverse,,60.61,80.51
hypothetical protein CDS,4998316,4998843,528,forward,PP_4406,2030.4,2696.97
hypothetical protein,4998316,4998843,528,forward,,2030.4,2696.97
gamma-aminobutyrate transporter CDS,4999148,5000530,1383,forward,PP_4407,88.56,117.64
gamma-aminobutyrate transporter,4999148,5000530,1383,forward,,88.56,117.64
site-specific recombinase CDS,5002216,5003646,1431,forward,PP_4409,3.13,4.16
site-specific recombinase,5002216,5003646,1431,forward,,3.13,4.16
hypothetical protein CDS,5003649,5006948,3300,forward,PP_4410,4.88,6.48
hypothetical protein,5003649,5006948,3300,forward,,4.88,6.48
hypothetical protein CDS,5007019,5007618,600,forward,PP_5674,7.69,10.22
hypothetical protein,5007019,5007618,600,forward,,7.69,10.22
hypothetical protein CDS,5008517,5009065,549,forward,PP_4411,78.26,103.95
hypothetical protein,5008517,5009065,549,forward,,78.26,103.95
hypothetical protein CDS,5009062,5009640,579,forward,PP_4412,37.7,50.08
hypothetical protein,5009062,5009640,579,forward,,37.7,50.08
hypothetical protein CDS,5009812,5010132,321,forward,PP_4413,67,88.99
hypothetical protein,5009812,5010132,321,forward,,67,88.99
hypothetical protein CDS,5010491,5011591,1101,forward,PP_4415,104.2,138.41
hypothetical protein,5010491,5011591,1101,forward,,104.2,138.41
hypothetical protein CDS,5011693,5011917,225,forward,PP_5675,38.15,50.67
hypothetical protein,5011693,5011917,225,forward,,38.15,50.67
hypothetical protein CDS,5012007,5012408,402,reverse,PP_5676,90.92,120.77
hypothetical protein,5012007,5012408,402,reverse,,90.92,120.77
hypothetical protein CDS,5012420,5012638,219,reverse,PP_5677,91.88,122.04
hypothetical protein,5012420,5012638,219,reverse,,91.88,122.04
hypothetical protein CDS,5013180,5013470,291,forward,PP_5678,189.04,251.1
hypothetical protein,5013180,5013470,291,forward,,189.04,251.1
hypothetical protein CDS,5013565,5013888,324,forward,PP_4418,206.53,274.34
hypothetical protein,5013565,5013888,324,forward,,206.53,274.34
insN CDS,5014190,5014498,309,forward,PP_4419,3.58,4.76
transposase,5014190,5014498,309,forward,,3.58,4.76
transposase CDS,5014543,5015352,810,forward,PP_4420,13.56,18.01
transposase,5014543,5015352,810,forward,,13.56,18.01
hypothetical protein CDS,5015525,5015737,213,reverse,PP_5679,8.23,10.94
hypothetical protein,5015525,5015737,213,reverse,,8.23,10.94
aminotransferase CDS,5015971,5017362,1392,reverse,PP_4421,32.26,42.85
aminotransferase,5015971,5017362,1392,reverse,,32.26,42.85
gabD-II CDS,5017384,5018856,1473,reverse,PP_4422,4.73,6.28
succinate-semialdehyde dehydrogenase,5017384,5018856,1473,reverse,,4.73,6.28
hypothetical protein CDS,5019116,5020111,996,reverse,PP_4423,4.91,6.52
hypothetical protein,5019116,5020111,996,reverse,,4.91,6.52
HTH-type transcriptional regulator CDS,5020314,5020781,468,forward,PP_4424,72.97,96.93
HTH-type transcriptional regulator,5020314,5020781,468,forward,,72.97,96.93
amino acid ABC transporter ATP-binding protein CDS,5020832,5021599,768,reverse,PP_4425,28.36,37.67
amino acid ABC transporter ATP-binding protein,5020832,5021599,768,reverse,,28.36,37.67
amino acid ABC transporter permease CDS,5021698,5022354,657,reverse,PP_4426,25.92,34.43
amino acid ABC transporter permease,5021698,5022354,657,reverse,,25.92,34.43
amino acid ABC transporter permease CDS,5022354,5023010,657,reverse,PP_4427,20.16,26.78
amino acid ABC transporter permease,5022354,5023010,657,reverse,,20.16,26.78
amino acid ABC transporter substrate-binding protein CDS,5023081,5023935,855,reverse,PP_4428,36.16,48.04
amino acid ABC transporter substrate-binding protein,5023081,5023935,855,reverse,,36.16,48.04
GntR family transcriptional regulator CDS,5024179,5025579,1401,forward,PP_4429,14.43,19.16
GntR family transcriptional regulator,5024179,5025579,1401,forward,,14.43,19.16
threonine dehydratase CDS,5025687,5026679,993,forward,PP_4430,2.88,3.83
threonine dehydratase,5025687,5026679,993,forward,,2.88,3.83
ocd CDS,5026691,5027683,993,forward,PP_4431,14.41,19.14
ornithine cyclodeaminase,5026691,5027683,993,forward,,14.41,19.14
Xaa-Pro aminopeptidase CDS,5027733,5028923,1191,forward,PP_4432,4.65,6.18
Xaa-Pro aminopeptidase,5027733,5028923,1191,forward,,4.65,6.18
amino acid MFS transporter CDS,5029362,5030714,1353,forward,PP_4433,1.23,1.63
amino acid MFS transporter,5029362,5030714,1353,forward,,1.23,1.63
dadA-I CDS,5031209,5032507,1299,forward,PP_4434,15.24,20.24
D-amino acid dehydrogenase small subunit,5031209,5032507,1299,forward,,15.24,20.24
hypothetical protein CDS,5032482,5032835,354,forward,PP_4435,15.77,20.95
hypothetical protein,5032482,5032835,354,forward,,15.77,20.95
transposase CDS,5033245,5033565,321,forward,PP_4437,0.86,1.15
transposase,5033245,5033565,321,forward,,0.86,1.15
transposase CDS,5033562,5033897,336,forward,PP_4438,1.1,1.46
transposase,5033562,5033897,336,forward,,1.1,1.46
transposase CDS,5033961,5035496,1536,forward,PP_4439,9.85,13.09
transposase,5033961,5035496,1536,forward,,9.85,13.09
transposase CDS,5036193,5036513,321,forward,PP_4441,0.29,0.38
transposase,5036193,5036513,321,forward,,0.29,0.38
transposase CDS,5036510,5036845,336,forward,PP_4442,0.27,0.36
transposase,5036510,5036845,336,forward,,0.27,0.36
transposase CDS,5036909,5038444,1536,forward,PP_4443,11.03,14.65
transposase,5036909,5038444,1536,forward,,11.03,14.65
transposase CDS,5038455,5038709,255,forward,PP_4444,6.7,8.89
transposase,5038455,5038709,255,forward,,6.7,8.89
transposase CDS,5038700,5039458,759,forward,PP_4445,3.22,4.28
transposase,5038700,5039458,759,forward,,3.22,4.28
group II intron-encoding maturase CDS,5039382,5040503,1122,reverse,PP_4446,13.86,18.41
group II intron-encoding maturase,5039382,5040503,1122,reverse,,13.86,18.41
Cro/CI family transcriptional regulator CDS,5040624,5041022,399,forward,PP_5680,13.88,18.44
Cro/CI family transcriptional regulator,5040624,5041022,399,forward,,13.88,18.44
hypothetical protein CDS,5041684,5042934,1251,forward,PP_4447,32.2,42.78
hypothetical protein,5041684,5042934,1251,forward,,32.2,42.78
hypothetical protein CDS,5042931,5044694,1764,forward,PP_4448,63.7,84.62
hypothetical protein,5042931,5044694,1764,forward,,63.7,84.62
hypothetical protein CDS,5044962,5045198,237,reverse,PP_5681,404.24,536.96
hypothetical protein,5044962,5045198,237,reverse,,404.24,536.96
hypothetical protein CDS,5045379,5045633,255,reverse,PP_4449,187.13,248.57
hypothetical protein,5045379,5045633,255,reverse,,187.13,248.57
hypothetical protein CDS,5045726,5045935,210,reverse,PP_5682,227.67,302.41
hypothetical protein,5045726,5045935,210,reverse,,227.67,302.41
phosphoglycerate mutase family protein CDS,5046043,5046669,627,forward,PP_4450,86.7,115.17
phosphoglycerate mutase family protein,5046043,5046669,627,forward,,86.7,115.17
hypothetical protein CDS,5046783,5047019,237,forward,PP_5683,169.8,225.54
hypothetical protein,5046783,5047019,237,forward,,169.8,225.54
hypothetical protein CDS,5047467,5047679,213,reverse,PP_5684,27.73,36.84
hypothetical protein,5047467,5047679,213,reverse,,27.73,36.84
hypothetical protein CDS,5047682,5047930,249,reverse,PP_5685,75.99,100.94
hypothetical protein,5047682,5047930,249,reverse,,75.99,100.94
hypothetical protein CDS,5048273,5049358,1086,reverse,PP_4451,6.71,8.92
hypothetical protein,5048273,5049358,1086,reverse,,6.71,8.92
hypothetical protein CDS,5049782,5050411,630,reverse,PP_5686,9.23,12.26
hypothetical protein,5049782,5050411,630,reverse,,9.23,12.26
MFS transporter CDS,5050416,5051060,645,reverse,PP_5687,2,2.66
MFS transporter,5050416,5051060,645,reverse,,2,2.66
NAD/NADP octopine/nopaline dehydrogenase family protein CDS,5051434,5052513,1080,reverse,PP_4452,5.38,7.15
NAD/NADP octopine/nopaline dehydrogenase family protein,5051434,5052513,1080,reverse,,5.38,7.15
gsiA CDS,5052618,5054450,1833,reverse,PP_4453,25.48,33.84
glutathione ABC transporter ATP-binding protein,5052618,5054450,1833,reverse,,25.48,33.84
opine ABC transporter permease CDS,5054516,5055388,873,reverse,PP_4454,21.94,29.14
opine ABC transporter permease,5054516,5055388,873,reverse,,21.94,29.14
gsiC CDS,5055385,5056326,942,reverse,PP_4455,44.34,58.89
glutathione ABC transporter permease,5055385,5056326,942,reverse,,44.34,58.89
ooxA CDS,5056457,5057851,1395,reverse,PP_4456,14.19,18.85
opine oxidase subunit A,5056457,5057851,1395,reverse,,14.19,18.85
NAD(FAD)-dependent dehydrogenase CDS,5057848,5058078,231,reverse,PP_5688,9.59,12.74
NAD(FAD)-dependent dehydrogenase,5057848,5058078,231,reverse,,9.59,12.74
ooxB CDS,5058125,5059252,1128,reverse,PP_4457,20.37,27.06
opine oxidase subunit B,5058125,5059252,1128,reverse,,20.37,27.06
opine ABC transporter substrate-binding protein CDS,5059253,5060833,1581,reverse,PP_4458,13.46,17.87
opine ABC transporter substrate-binding protein,5059253,5060833,1581,reverse,,13.46,17.87
transposase CDS,5061324,5062421,1098,forward,PP_4459,44.97,59.74
transposase,5061324,5062421,1098,forward,,44.97,59.74
LysR family transcriptional regulator CDS,5062619,5063545,927,forward,PP_4460,84.33,112.02
LysR family transcriptional regulator,5062619,5063545,927,forward,,84.33,112.02
MFS transporter CDS,5063704,5064996,1293,reverse,PP_4461,13.56,18.02
MFS transporter,5063704,5064996,1293,reverse,,13.56,18.02
4-hydroxy-4-methyl-2-oxoglutarate aldolase CDS,5065107,5065772,666,reverse,PP_4462,7.48,9.94
4-hydroxy-4-methyl-2-oxoglutarate aldolase,5065107,5065772,666,reverse,,7.48,9.94
carbon-nitrogen hydrolase family protein CDS,5065769,5066590,822,reverse,PP_4463,6.01,7.98
carbon-nitrogen hydrolase family protein,5065769,5066590,822,reverse,,6.01,7.98
LysR family transcriptional regulator CDS,5066631,5067536,906,reverse,PP_4464,4.23,5.62
LysR family transcriptional regulator,5066631,5067536,906,reverse,,4.23,5.62
porin CDS,5067952,5069304,1353,reverse,PP_4465,6.75,8.97
porin,5067952,5069304,1353,reverse,,6.75,8.97
TauD/TfdA family dioxygenase CDS,5070014,5070886,873,reverse,PP_4466,41.34,54.91
TauD/TfdA family dioxygenase,5070014,5070886,873,reverse,,41.34,54.91
LysR family transcriptional regulator CDS,5071132,5072034,903,forward,PP_4467,15.13,20.09
LysR family transcriptional regulator,5071132,5072034,903,forward,,15.13,20.09
hypothetical protein CDS,5072281,5072850,570,reverse,PP_5689,34.65,46.03
hypothetical protein,5072281,5072850,570,reverse,,34.65,46.03
hypothetical protein CDS,5073232,5073615,384,reverse,PP_5690,8.41,11.17
hypothetical protein,5073232,5073615,384,reverse,,8.41,11.17
hypothetical protein CDS,5073675,5074121,447,reverse,PP_5691,24.16,32.09
hypothetical protein,5073675,5074121,447,reverse,,24.16,32.09
hypothetical protein CDS,5074171,5074563,393,reverse,PP_5692,4.46,5.93
hypothetical protein,5074171,5074563,393,reverse,,4.46,5.93
Cro/CI family transcriptional regulator CDS,5074745,5075236,492,forward,PP_4468,25.14,33.39
Cro/CI family transcriptional regulator,5074745,5075236,492,forward,,25.14,33.39
phnN CDS,5075941,5076540,600,reverse,PP_4469,440.11,584.6
"ribose 1,5-bisphosphate phosphokinase",5075941,5076540,600,reverse,,440.11,584.6
hypothetical protein CDS,5076540,5076809,270,reverse,PP_5693,1493.87,1984.31
hypothetical protein,5076540,5076809,270,reverse,,1493.87,1984.31
Arc domain-containing transcriptional regulator CDS,5076879,5077205,327,forward,PP_4470,956.58,1270.62
Arc domain-containing transcriptional regulator,5076879,5077205,327,forward,,956.58,1270.62
mgtE CDS,5077313,5078755,1443,reverse,PP_4471,36.91,49.02
magnesium transporter,5077313,5078755,1443,reverse,,36.91,49.02
rsmA CDS,5079947,5080135,189,reverse,PP_4472,69.35,92.11
RsmA,5079947,5080135,189,reverse,,69.35,92.11
lysC CDS,5080303,5081538,1236,reverse,PP_4473,30.32,40.27
aspartokinase,5080303,5081538,1236,reverse,,30.32,40.27
alaS CDS,5081641,5084265,2625,reverse,PP_4474,15.12,20.08
alanine--tRNA ligase,5081641,5084265,2625,reverse,,15.12,20.08
astE CDS,5084650,5085657,1008,reverse,PP_4475,203.64,270.5
succinylglutamate desuccinylase,5084650,5085657,1008,reverse,,203.64,270.5
hypothetical protein CDS,5085668,5085958,291,reverse,PP_4476,1507.7,2002.68
hypothetical protein,5085668,5085958,291,reverse,,1507.7,2002.68
astB CDS,5085973,5087322,1350,reverse,PP_4477,535.91,711.85
N-succinylarginine dihydrolase,5085973,5087322,1350,reverse,,535.91,711.85
astD CDS,5087346,5088809,1464,reverse,PP_4478,96.77,128.55
N-succinylglutamate 5-semialdehyde dehydrogenase,5087346,5088809,1464,reverse,,96.77,128.55
astA-I CDS,5088810,5089838,1029,reverse,PP_4479,108.8,144.52
arginine N-succinyltransferase subunit beta,5088810,5089838,1029,reverse,,108.8,144.52
astA-II CDS,5089917,5090936,1020,reverse,PP_4480,176.54,234.5
arginine N-succinyltransferase subunit alpha,5089917,5090936,1020,reverse,,176.54,234.5
astC CDS,5091084,5092304,1221,reverse,PP_4481,155.34,206.34
acetylornithine aminotransferase,5091084,5092304,1221,reverse,,155.34,206.34
argR CDS,5092641,5093621,981,reverse,PP_4482,65.77,87.36
ArgR,5092641,5093621,981,reverse,,65.77,87.36
hisP CDS,5093720,5094484,765,reverse,PP_4483,115.52,153.45
histidine lysine/arginine/ornithine ABC transporter ATP binding protein,5093720,5094484,765,reverse,,115.52,153.45
hisM CDS,5094507,5095205,699,reverse,PP_4484,68.07,90.42
histidine/lysine/arginine/ornithine ABC transporter permease,5094507,5095205,699,reverse,,68.07,90.42
hisQ CDS,5095202,5095891,690,reverse,PP_4485,20.2,26.83
histidine/lysine/arginine/ornithine ABC transporter permease,5095202,5095891,690,reverse,,20.2,26.83
argT CDS,5095980,5096765,786,reverse,PP_4486,207.61,275.77
lysine/arginine/ornithine ABC transporter substrate-binding protein,5095980,5096765,786,reverse,,207.61,275.77
acsA-I CDS,5097301,5099391,2091,reverse,PP_4487,58.44,77.63
acetyl-CoA synthetase,5097301,5099391,2091,reverse,,58.44,77.63
hypothetical protein CDS,5099660,5099914,255,forward,PP_4488,1.81,2.4
hypothetical protein,5099660,5099914,255,forward,,1.81,2.4
phhR CDS,5100067,5101626,1560,reverse,PP_4489,13.02,17.29
sigma-54 dependent transcriptional regulator,5100067,5101626,1560,reverse,,13.02,17.29
phhA CDS,5101884,5102672,789,forward,PP_4490,194.37,258.18
phenylalanine-4-hydroxylase,5101884,5102672,789,forward,,194.37,258.18
phhB CDS,5102712,5103068,357,forward,PP_4491,131.98,175.31
pterin-4-alpha-carbinolamine dehydratase,5102712,5103068,357,forward,,131.98,175.31
hypothetical protein CDS,5103258,5103386,129,forward,PP_5694,316.25,420.07
hypothetical protein,5103258,5103386,129,forward,,316.25,420.07
yhhS CDS,5103775,5104977,1203,forward,PP_4492,3.3,4.38
carbohydrate efflux transporter,5103775,5104977,1203,forward,,3.3,4.38
ydiJ CDS,5105091,5108111,3021,reverse,PP_4493,6.97,9.25
putative oxidoreductase,5105091,5108111,3021,reverse,,6.97,9.25
LysR family transcriptional regulator CDS,5108264,5109148,885,forward,PP_4494,7.51,9.97
LysR family transcriptional regulator,5108264,5109148,885,forward,,7.51,9.97
aroP-II CDS,5109287,5110705,1419,reverse,PP_4495,3.51,4.67
aromatic amino acid transport protein,5109287,5110705,1419,reverse,,3.51,4.67
rluB CDS,5111344,5112411,1068,reverse,PP_4496,29.12,38.69
23S rRNA pseudouridylate synthase B,5111344,5112411,1068,reverse,,29.12,38.69
hypothetical protein CDS,5112677,5113444,768,reverse,PP_4497,72.95,96.9
hypothetical protein,5112677,5113444,768,reverse,,72.95,96.9
scpA CDS,5113431,5114318,888,reverse,PP_4498,174.93,232.36
segregation and condensation protein A,5113431,5114318,888,reverse,,174.93,232.36
yciO CDS,5114282,5114947,666,reverse,PP_4499,258.12,342.86
maturation protein,5114282,5114947,666,reverse,,258.12,342.86
TrpH family protein CDS,5114925,5115785,861,reverse,PP_4500,244.9,325.3
TrpH family protein,5114925,5115785,861,reverse,,244.9,325.3
septation protein A CDS,5115853,5116446,594,forward,PP_4501,72.02,95.67
septation protein A,5115853,5116446,594,forward,,72.02,95.67
hypothetical protein CDS,5116415,5116747,333,forward,PP_4502,39.22,52.1
hypothetical protein,5116415,5116747,333,forward,,39.22,52.1
two-component system response regulator CDS,5116912,5117589,678,forward,PP_4503,95.43,126.76
two-component system response regulator,5116912,5117589,678,forward,,95.43,126.76
hypothetical protein CDS,5117752,5118168,417,forward,PP_4504,106.91,142
hypothetical protein,5117752,5118168,417,forward,,106.91,142
sensor histidine kinase CDS,5118227,5119567,1341,forward,PP_4505,6.4,8.5
sensor histidine kinase,5118227,5119567,1341,forward,,6.4,8.5
nitroreductase family protein CDS,5119698,5120255,558,reverse,PP_4506,43.83,58.22
nitroreductase family protein,5119698,5120255,558,reverse,,43.83,58.22
trkH-II CDS,5120358,5121812,1455,forward,PP_4507,35.75,47.48
potassium transporter,5120358,5121812,1455,forward,,35.75,47.48
AraC family transcriptional regulator CDS,5121769,5122749,981,reverse,PP_4508,65.34,86.79
AraC family transcriptional regulator,5121769,5122749,981,reverse,,65.34,86.79
hypothetical protein CDS,5122984,5123295,312,forward,PP_4509,94.52,125.55
hypothetical protein,5122984,5123295,312,forward,,94.52,125.55
hypothetical protein CDS,5123334,5124131,798,reverse,PP_4510,21.22,28.19
hypothetical protein,5123334,5124131,798,reverse,,21.22,28.19
AraC family transcriptional regulator CDS,5124259,5125026,768,forward,PP_4511,10.58,14.05
AraC family transcriptional regulator,5124259,5125026,768,forward,,10.58,14.05
DMT superfamily permease CDS,5125208,5126098,891,forward,PP_4512,3.99,5.3
DMT superfamily permease,5125208,5126098,891,forward,,3.99,5.3
hypothetical protein CDS,5126099,5126380,282,reverse,PP_4513,16.53,21.95
hypothetical protein,5126099,5126380,282,reverse,,16.53,21.95
alpha/beta hydrolase superfamily esterase CDS,5126448,5128634,2187,forward,PP_4514,19.14,25.42
alpha/beta hydrolase superfamily esterase,5126448,5128634,2187,forward,,19.14,25.42
MarR family transcriptional regulator CDS,5128667,5129104,438,reverse,PP_4515,62.69,83.27
MarR family transcriptional regulator,5128667,5129104,438,reverse,,62.69,83.27
recQ CDS,5129256,5131403,2148,reverse,PP_4516,21.36,28.37
ATP-dependent DNA 3'-5' helicase,5129256,5131403,2148,reverse,,21.36,28.37
hypothetical protein CDS,5131647,5132234,588,forward,PP_4517,674.97,896.57
hypothetical protein,5131647,5132234,588,forward,,674.97,896.57
hypothetical protein CDS,5132242,5132607,366,forward,PP_4518,49.68,65.99
hypothetical protein,5132242,5132607,366,forward,,49.68,65.99
tolC CDS,5132919,5134277,1359,forward,PP_4519,183.51,243.76
agglutination protein,5132919,5134277,1359,forward,,183.51,243.76
hypothetical protein CDS,5134340,5134939,600,reverse,PP_4520,108.6,144.26
hypothetical protein,5134340,5134939,600,reverse,,108.6,144.26
aerotaxis receptor CDS,5135004,5136569,1566,reverse,PP_4521,661.12,878.16
aerotaxis receptor,5135004,5136569,1566,reverse,,661.12,878.16
LysR family transcriptional regulator CDS,5136708,5137601,894,reverse,PP_4522,13.32,17.69
LysR family transcriptional regulator,5136708,5137601,894,reverse,,13.32,17.69
agmatinase CDS,5137814,5138776,963,forward,PP_4523,27.41,36.41
agmatinase,5137814,5138776,963,forward,,27.41,36.41
sodium-solute symporter CDS,5138909,5140288,1380,forward,PP_4524,19.2,25.5
sodium-solute symporter,5138909,5140288,1380,forward,,19.2,25.5
LysR family transcriptional regulator CDS,5140668,5141561,894,reverse,PP_4525,26.84,35.66
LysR family transcriptional regulator,5140668,5141561,894,reverse,,26.84,35.66
MFS transporter CDS,5141666,5142838,1173,forward,PP_4526,2.91,3.87
MFS transporter,5141666,5142838,1173,forward,,2.91,3.87
DMT superfamily permease CDS,5142857,5143783,927,reverse,PP_4527,16.43,21.82
DMT superfamily permease,5142857,5143783,927,reverse,,16.43,21.82
hypothetical protein CDS,5143889,5144320,432,reverse,PP_4528,20.94,27.81
hypothetical protein,5143889,5144320,432,reverse,,20.94,27.81
hypothetical protein CDS,5144361,5144615,255,reverse,PP_4529,42.71,56.73
hypothetical protein,5144361,5144615,255,reverse,,42.71,56.73
hypothetical protein CDS,5144593,5144871,279,reverse,PP_4530,365.22,485.13
hypothetical protein,5144593,5144871,279,reverse,,365.22,485.13
hypothetical protein CDS,5145087,5145359,273,forward,PP_4531,30.77,40.87
hypothetical protein,5145087,5145359,273,forward,,30.77,40.87
srmB CDS,5145431,5146753,1323,reverse,PP_4532,36.98,49.11
