Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
alpha/beta family hydrolase,5256893,5257801,909,reverse,,12.14,16.44
trans-2-enoyl-CoA reductase CDS,5257945,5259156,1212,reverse,PP_4635,27.32,36.99
trans-2-enoyl-CoA reductase,5257945,5259156,1212,reverse,,27.32,36.99
yqeF CDS,5259459,5260637,1179,forward,PP_4636,8.29,11.22
acetyl-CoA acetyltransferase,5259459,5260637,1179,forward,,8.29,11.22
5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase family protein CDS,5260776,5261600,825,reverse,PP_4637,5.26,7.13
5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase family protein,5260776,5261600,825,reverse,,5.26,7.13
methylenetetrahydrofolate reductase CDS,5261828,5263315,1488,forward,PP_4638,12.40,16.79
methylenetetrahydrofolate reductase,5261828,5263315,1488,forward,,12.40,16.79
zinU CDS,5263275,5264246,972,reverse,PP_4639,17.50,23.69
P-loop guanosine triphosphatase-dependent zinc chaperone,5263275,5264246,972,reverse,,17.50,23.69
hypothetical protein CDS,5264330,5264527,198,reverse,PP_4640,110.58,149.71
hypothetical protein,5264330,5264527,198,reverse,,110.58,149.71
yjiY CDS,5264545,5266611,2067,reverse,PP_4641,260.00,352.00
putative transporter,5264545,5266611,2067,reverse,,260.00,352.00
cyclic diguanosine monophosphate-binding protein CDS,5266765,5267151,387,forward,PP_4642,134.66,182.31
cyclic diguanosine monophosphate-binding protein,5266765,5267151,387,forward,,134.66,182.31
xanthine/uracil permease family protein CDS,5267415,5268932,1518,forward,PP_4643,28.85,39.05
xanthine/uracil permease family protein,5267415,5268932,1518,forward,,28.85,39.05
radA CDS,5268968,5270338,1371,reverse,PP_4644,14.12,19.12
DNA repair enzyme,5268968,5270338,1371,reverse,,14.12,19.12
mscL CDS,5270515,5270934,420,forward,PP_4645,149.93,202.98
large-conductance mechanosensitive channel,5270515,5270934,420,forward,,149.93,202.98
fpr-II CDS,5271058,5271834,777,reverse,PP_4646,58.45,79.14
ferredoxin--NADP( ) reductase,5271058,5271834,777,reverse,,58.45,79.14
"transcriptional regulator, LuxR family CDS",5272050,5272757,708,forward,PP_4647,555.89,752.59
"transcriptional regulator, LuxR family",5272050,5272757,708,forward,,555.89,752.59
rlmG CDS,5272854,5273978,1125,forward,PP_4648,47.13,63.80
ribosomal RNA large subunit methyltransferase G,5272854,5273978,1125,forward,,47.13,63.80
hypothetical protein CDS,5274084,5274239,156,reverse,PP_4649,431.50,584.19
hypothetical protein,5274084,5274239,156,reverse,,431.50,584.19
cioB CDS,5274249,5275256,1008,reverse,PP_4650,190.20,257.50
cyanide insensitive ubiquinol oxidase subunit II,5274249,5275256,1008,reverse,,190.20,257.50
cioA CDS,5275260,5276696,1437,reverse,PP_4651,158.85,215.06
cyanide insensitive ubiquinol oxidase subunit I,5275260,5276696,1437,reverse,,158.85,215.06
membrane protein CDS,5277040,5278260,1221,forward,PP_4652,0.74,1.00
membrane protein,5277040,5278260,1221,forward,,0.74,1.00
purP CDS,5278490,5279785,1296,forward,PP_4653,14.38,19.47
adenine:H  symporter,5278490,5279785,1296,forward,,14.38,19.47
trmA CDS,5279782,5280867,1086,forward,PP_4654,18.66,25.27
tRNA/tmRNA (uridine(54)-C5)-methyltransferase TrmA,5279782,5280867,1086,forward,,18.66,25.27
pcaG CDS,5281005,5281610,606,reverse,PP_4655,19.71,26.68
"protocatechuate 3,4-dioxygenase subunit alpha",5281005,5281610,606,reverse,,19.71,26.68
pcaH CDS,5281621,5282340,720,reverse,PP_4656,22.87,30.96
"protocatechuate 3,4-dioxygenase subunit beta",5281621,5282340,720,reverse,,22.87,30.96
ypfJ CDS,5282474,5283424,951,forward,PP_4657,135.48,183.41
zinc metalloprotease,5282474,5283424,951,forward,,135.48,183.41
methyl-accepting chemotaxis protein CDS,5283596,5285515,1920,forward,PP_4658,26.86,36.36
methyl-accepting chemotaxis protein,5283596,5285515,1920,forward,,26.86,36.36
ggt CDS,5285638,5287305,1668,reverse,PP_4659,164.90,223.24
gamma-glutamyltranspeptidase,5285638,5287305,1668,reverse,,164.90,223.24
LysR family transcriptional regulator CDS,5287423,5288319,897,reverse,PP_4660,10.29,13.93
LysR family transcriptional regulator,5287423,5288319,897,reverse,,10.29,13.93
mdaB CDS,5288503,5289174,672,reverse,PP_4661,3.23,4.37
drug activity modulator B,5288503,5289174,672,reverse,,3.23,4.37
hypothetical protein CDS,5289257,5289571,315,forward,PP_4662,4.02,5.44
hypothetical protein,5289257,5289571,315,forward,,4.02,5.44
transmembrane protein CDS,5289561,5290325,765,reverse,PP_4663,1.89,2.56
transmembrane protein,5289561,5290325,765,reverse,,1.89,2.56
LysR family transcriptional regulator CDS,5290403,5291284,882,forward,PP_4664,2.05,2.78
LysR family transcriptional regulator,5290403,5291284,882,forward,,2.05,2.78
hypothetical protein CDS,5291426,5291770,345,forward,PP_4665,37.24,50.42
hypothetical protein,5291426,5291770,345,forward,,37.24,50.42
mmsB CDS,5291962,5292849,888,reverse,PP_4666,252.78,342.23
3-hydroxyisobutyrate dehydrogenase,5291962,5292849,888,reverse,,252.78,342.23
mmsA-II CDS,5292860,5294386,1527,reverse,PP_4667,121.64,164.68
methylmalonate-semialdehyde dehydrogenase,5292860,5294386,1527,reverse,,121.64,164.68
LysR family transcriptional regulator CDS,5294519,5295469,951,forward,PP_4668,11.61,15.71
LysR family transcriptional regulator,5294519,5295469,951,forward,,11.61,15.71
OmpA family protein CDS,5295595,5296113,519,reverse,PP_4669,36.78,49.80
OmpA family protein,5295595,5296113,519,reverse,,36.78,49.80
TpbB CDS,5296091,5297362,1272,reverse,PP_4670,39.48,53.45
diguanylate cyclase,5296091,5297362,1272,reverse,,39.48,53.45
hypothetical protein CDS,5297359,5297925,567,reverse,PP_4671,28.08,38.02
hypothetical protein,5297359,5297925,567,reverse,,28.08,38.02
recD CDS,5298026,5300101,2076,reverse,PP_4672,5.84,7.91
multifunctional ATP-dependent DNA helicase/dsDNA/ssDNA exonuclease/ssDNA endonuclease,5298026,5300101,2076,reverse,,5.84,7.91
recB CDS,5300098,5303772,3675,reverse,PP_4673,9.21,12.47
Chi activated ATP-dependent DNA helicase/dsDNA/ssDNA exonuclease,5300098,5303772,3675,reverse,,9.21,12.47
recC CDS,5303769,5307251,3483,reverse,PP_4674,12.99,17.58
multifunctional ATP-dependent DNA helicase/dsDNA/ssDNA exonuclease/ssDNA endonuclease recombinase subunit,5303769,5307251,3483,reverse,,12.99,17.58
msrQ CDS,5313395,5313988,594,reverse,PP_4675,10.97,14.85
methionine sulfoxide reductase heme-binding subunit,5313395,5313988,594,reverse,,10.97,14.85
msrP CDS,5313988,5315013,1026,reverse,PP_4676,10.93,14.80
methionine sulfoxide reductase catalytic subunit,5313988,5315013,1026,reverse,,10.93,14.80
CDP-diacylglycerol--serine O-phosphatidyltransferase CDS,5315081,5315932,852,reverse,PP_4677,22.94,31.05
CDP-diacylglycerol--serine O-phosphatidyltransferase,5315081,5315932,852,reverse,,22.94,31.05
ilvC CDS,5316083,5317099,1017,reverse,PP_4678,38.61,52.27
ketol-acid reductoisomerase,5316083,5317099,1017,reverse,,38.61,52.27
ilvH CDS,5317156,5317647,492,reverse,PP_4679,10.67,14.44
acetolactate synthase small subunit,5317156,5317647,492,reverse,,10.67,14.44
ilvI CDS,5317649,5319373,1725,reverse,PP_4680,11.85,16.05
acetohydroxybutanoate synthase/acetolactate synthase,5317649,5319373,1725,reverse,,11.85,16.05
hypothetical protein CDS,5319782,5320117,336,reverse,PP_4681,36.08,48.85
hypothetical protein,5319782,5320117,336,reverse,,36.08,48.85
TPR repeat-containing protein CDS,5320114,5320914,801,reverse,PP_4682,30.95,41.90
TPR repeat-containing protein,5320114,5320914,801,reverse,,30.95,41.90
mrcB CDS,5320930,5323251,2322,reverse,PP_4683,7.95,10.76
transglycosylase/transpeptidase,5320930,5323251,2322,reverse,,7.95,10.76
kinase-like domain-containing protein CDS,5323367,5324929,1563,forward,PP_4684,9.26,12.54
kinase-like domain-containing protein,5323367,5324929,1563,forward,,9.26,12.54
hypothetical protein CDS,5325088,5325366,279,forward,PP_4685,3267.50,4423.71
hypothetical protein,5325088,5325366,279,forward,,3267.50,4423.71
putative lipoprotein CDS,5325547,5326431,885,reverse,PP_4686,15.13,20.48
putative lipoprotein,5325547,5326431,885,reverse,,15.13,20.48
hmuV CDS,5326534,5327301,768,reverse,PP_4687,25.92,35.09
hemin import ATP-binding protein HmuV,5326534,5327301,768,reverse,,25.92,35.09
heme/hemin ABC transporter permease CDS,5327301,5328338,1038,reverse,PP_4688,15.08,20.42
heme/hemin ABC transporter permease,5327301,5328338,1038,reverse,,15.08,20.42
heme/hemin ABC transporter substrate-binding protein CDS,5328335,5329219,885,reverse,PP_4689,17.69,23.94
heme/hemin ABC transporter substrate-binding protein,5328335,5329219,885,reverse,,17.69,23.94
Rieske 2Fe-2S family protein CDS,5329368,5329712,345,forward,PP_4690,8.92,12.07
Rieske 2Fe-2S family protein,5329368,5329712,345,forward,,8.92,12.07
sfsA CDS,5329675,5330388,714,reverse,PP_4691,4.31,5.83
sugar fermentation stimulation protein A,5329675,5330388,714,reverse,,4.31,5.83
aspartate/tyrosine/aromatic aminotransferase CDS,5330388,5331560,1173,reverse,PP_4692,7.56,10.23
aspartate/tyrosine/aromatic aminotransferase,5330388,5331560,1173,reverse,,7.56,10.23
dksA CDS,5331771,5332217,447,forward,PP_4693,1229.42,1664.45
RNA polymerase-binding transcription factor DksA,5331771,5332217,447,forward,,1229.42,1664.45
gluQ CDS,5332266,5333168,903,forward,PP_4694,11.02,14.92
glutamyl-Q tRNA(Asp) synthetase,5332266,5333168,903,forward,,11.02,14.92
hypothetical protein CDS,5333411,5333587,177,forward,PP_5704,39.36,53.29
hypothetical protein,5333411,5333587,177,forward,,39.36,53.29
cbrA CDS,5333571,5336546,2976,forward,PP_4695,44.45,60.18
"sensor kinase, CbrA",5333571,5336546,2976,forward,,44.45,60.18
cbrB CDS,5336551,5337993,1443,forward,PP_4696,83.20,112.64
"response regulator, CbrB",5336551,5337993,1443,forward,,83.20,112.64
pcnB CDS,5338773,5340155,1383,forward,PP_4697,60.97,82.55
poly(A) polymerase,5338773,5340155,1383,forward,,60.97,82.55
folK CDS,5340152,5340631,480,forward,PP_4698,25.63,34.71
2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,5340152,5340631,480,forward,,25.63,34.71
panB CDS,5340894,5341694,801,forward,PP_4699,9.15,12.39
3-methyl-2-oxobutanoate hydroxymethyltransferase,5340894,5341694,801,forward,,9.15,12.39
panC CDS,5341691,5342554,864,forward,PP_4700,7.85,10.63
pantothenate synthetase,5341691,5342554,864,forward,,7.85,10.63
pgi-II CDS,5342761,5344425,1665,forward,PP_4701,50.32,68.12
glucose 6-phosphate isomerase,5342761,5344425,1665,forward,,50.32,68.12
acsA-II CDS,5344603,5346537,1935,forward,PP_4702,205.50,278.21
acetyl-CoA synthetase,5344603,5346537,1935,forward,,205.50,278.21
hypothetical protein CDS,5346579,5347448,870,forward,PP_4703,49.81,67.44
hypothetical protein,5346579,5347448,870,forward,,49.81,67.44
hypothetical protein CDS,5347527,5350463,2937,forward,PP_4704,362.40,490.63
hypothetical protein,5347527,5350463,2937,forward,,362.40,490.63
glyoxalase CDS,5350545,5350958,414,reverse,PP_4705,72.56,98.23
glyoxalase,5350545,5350958,414,reverse,,72.56,98.23
hypothetical protein CDS,5351019,5351321,303,forward,PP_4706,48.37,65.49
hypothetical protein,5351019,5351321,303,forward,,48.37,65.49
OsmY-like protein CDS,5351397,5351747,351,reverse,PP_4707,35.57,48.16
OsmY-like protein,5351397,5351747,351,reverse,,35.57,48.16
pnp CDS,5352011,5354116,2106,reverse,PP_4708,19.33,26.17
polyribonucleotide nucleotidyltransferase,5352011,5354116,2106,reverse,,19.33,26.17
hypothetical protein CDS,5354132,5354347,216,reverse,PP_5705,36.02,48.77
hypothetical protein,5354132,5354347,216,reverse,,36.02,48.77
rpsO CDS,5354367,5354690,324,reverse,PP_4709,175.93,238.18
30S ribosomal protein S15,5354367,5354690,324,reverse,,175.93,238.18
truB CDS,5354784,5355701,918,reverse,PP_4710,74.12,100.34
tRNA pseudouridine(55) synthase TruB,5354784,5355701,918,reverse,,74.12,100.34
rbfA CDS,5355705,5356103,399,reverse,PP_4711,4.08,5.53
ribosome-binding factor A,5355705,5356103,399,reverse,,4.08,5.53
infB CDS,5356220,5358760,2541,reverse,PP_4712,13.57,18.37
translation initiation factor IF-2,5356220,5358760,2541,reverse,,13.57,18.37
nusA CDS,5358788,5360269,1482,reverse,PP_4713,13.25,17.94
transcription termination/antitermination factor L,5358788,5360269,1482,reverse,,13.25,17.94
rimP CDS,5360329,5360838,510,reverse,PP_4714,28.03,37.95
ribosome maturation factor,5360329,5360838,510,reverse,,28.03,37.95
secG CDS,5361201,5361599,399,reverse,PP_5706,530.38,718.06
protein translocase subunit SecG,5361201,5361599,399,reverse,,530.38,718.06
tpiA CDS,5361604,5362359,756,reverse,PP_4715,35.78,48.45
triose phosphate isomerase,5361604,5362359,756,reverse,,35.78,48.45
glmM CDS,5362425,5363765,1341,reverse,PP_4716,41.56,56.27
phosphoglucosamine mutase,5362425,5363765,1341,reverse,,41.56,56.27
folP CDS,5363782,5364633,852,reverse,PP_4717,85.27,115.45
dihydropteroate synthase,5363782,5364633,852,reverse,,85.27,115.45
ftsH CDS,5364642,5366555,1914,reverse,PP_4718,159.25,215.61
integral membrane ATP-dependent zinc metallopeptidase,5364642,5366555,1914,reverse,,159.25,215.61
rlmE CDS,5366753,5367376,624,reverse,PP_4719,57.13,77.34
ribosomal RNA large subunit methyltransferase E,5366753,5367376,624,reverse,,57.13,77.34
RNA-binding protein CDS,5367479,5367787,309,forward,PP_4720,308.61,417.82
RNA-binding protein,5367479,5367787,309,forward,,308.61,417.82
membrane protein CDS,5367800,5368270,471,reverse,PP_4721,46.87,63.46
membrane protein,5367800,5368270,471,reverse,,46.87,63.46
greA CDS,5368227,5368709,483,reverse,PP_4722,84.11,113.87
transcription elongation factor GreA,5368227,5368709,483,reverse,,84.11,113.87
carB CDS,5368706,5371936,3231,reverse,PP_4723,20.69,28.02
carbamoyl-phosphate synthase large subunit,5368706,5371936,3231,reverse,,20.69,28.02
carA CDS,5372033,5373169,1137,reverse,PP_4724,36.44,49.34
carbamoyl-phosphate synthase small subunit,5372033,5373169,1137,reverse,,36.44,49.34
dapB CDS,5373496,5374299,804,reverse,PP_4725,8.10,10.97
4-hydroxy-tetrahydrodipicolinate reductase,5373496,5374299,804,reverse,,8.10,10.97
dnaJ CDS,5374313,5375440,1128,reverse,PP_4726,8.98,12.16
chaperone protein DnaJ,5374313,5375440,1128,reverse,,8.98,12.16
dnaK CDS,5375639,5377564,1926,reverse,PP_4727,39.37,53.30
chaperone protein DnaK,5375639,5377564,1926,reverse,,39.37,53.30
grpE CDS,5377666,5378223,558,reverse,PP_4728,15.24,20.63
heat shock protein GrpE,5377666,5378223,558,reverse,,15.24,20.63
recN CDS,5378416,5380089,1674,forward,PP_4729,46.48,62.93
DNA repair/recombination protein,5378416,5380089,1674,forward,,46.48,62.93
fur CDS,5380197,5380601,405,reverse,PP_4730,166.21,225.02
ferric iron uptake global transcriptional repressor Fur,5380197,5380601,405,reverse,,166.21,225.02
bamE CDS,5380699,5381235,537,forward,PP_4731,380.44,515.05
outer membrane protein assembly factor BamE,5380699,5381235,537,forward,,380.44,515.05
hypothetical protein CDS,5381300,5381848,549,reverse,PP_4732,16.48,22.31
hypothetical protein,5381300,5381848,549,reverse,,16.48,22.31
smpB CDS,5381898,5382380,483,forward,PP_4733,56.20,76.08
SsrA-binding protein,5381898,5382380,483,forward,,56.20,76.08
pdhR CDS,5382513,5383280,768,reverse,PP_4734,19.79,26.79
DNA-binding transcriptional regulator LldR,5382513,5383280,768,reverse,,19.79,26.79
lldP CDS,5383537,5385207,1671,forward,PP_4735,12.13,16.42
L-lactate permease,5383537,5385207,1671,forward,,12.13,16.42
lldD CDS,5385270,5386415,1146,forward,PP_4736,8.53,11.54
L-lactate dehydrogenase,5385270,5386415,1146,forward,,8.53,11.54
dld2 CDS,5386491,5389301,2811,forward,PP_4737,3.48,4.71
D-lactate dehydrogenase,5386491,5389301,2811,forward,,3.48,4.71
hypothetical protein CDS,5389621,5389911,291,forward,PP_4738,42.28,57.25
hypothetical protein,5389621,5389911,291,forward,,42.28,57.25
hypothetical protein CDS,5390769,5391011,243,forward,PP_4739,17.87,24.20
hypothetical protein,5390769,5391011,243,forward,,17.87,24.20
hypothetical protein CDS,5391084,5391347,264,forward,PP_5707,6.85,9.28
hypothetical protein,5391084,5391347,264,forward,,6.85,9.28
hypothetical protein CDS,5391411,5391608,198,reverse,PP_5708,9.60,12.99
hypothetical protein,5391411,5391608,198,reverse,,9.60,12.99
hypothetical protein CDS,5391626,5391895,270,reverse,PP_5709,59.31,80.30
hypothetical protein,5391626,5391895,270,reverse,,59.31,80.30
hypothetical protein CDS,5392091,5392672,582,reverse,PP_5710,173.49,234.88
hypothetical protein,5392091,5392672,582,reverse,,173.49,234.88
hsdR CDS,5393059,5395422,2364,forward,PP_4740,39.42,53.37
type I restriction modification system endonuclease,5393059,5395422,2364,forward,,39.42,53.37
hsdM CDS,5395523,5396992,1470,forward,PP_4741,20.80,28.16
type I restriction modification system methylase,5395523,5396992,1470,forward,,20.80,28.16
hsdS CDS,5396989,5398719,1731,forward,PP_4742,21.38,28.94
type I restriction modification system specificity protein,5396989,5398719,1731,forward,,21.38,28.94
hypothetical protein CDS,5398730,5399158,429,forward,PP_5711,39.23,53.11
hypothetical protein,5398730,5399158,429,forward,,39.23,53.11
hypothetical protein CDS,5399188,5400624,1437,forward,PP_4743,8.25,11.17
hypothetical protein,5399188,5400624,1437,forward,,8.25,11.17
transposase CDS,5401792,5403324,1533,reverse,PP_4745,15.82,21.41
transposase,5401792,5403324,1533,reverse,,15.82,21.41
transposase CDS,5403343,5403702,360,reverse,PP_4746,6.03,8.17
transposase,5403343,5403702,360,reverse,,6.03,8.17
amino acid ABC transporter substrate-binding protein CDS,5404419,5405219,801,reverse,PP_4748,9.94,13.46
amino acid ABC transporter substrate-binding protein,5404419,5405219,801,reverse,,9.94,13.46
amino acid ABC transporter permease CDS,5405310,5405969,660,reverse,PP_4749,4.80,6.50
amino acid ABC transporter permease,5405310,5405969,660,reverse,,4.80,6.50
amino acid ABC transporter permease CDS,5405966,5406607,642,reverse,PP_4750,5.50,7.44
amino acid ABC transporter permease,5405966,5406607,642,reverse,,5.50,7.44
amino acid ABC transporter ATP-binding protein CDS,5406607,5407416,810,reverse,PP_4751,2.46,3.33
amino acid ABC transporter ATP-binding protein,5406607,5407416,810,reverse,,2.46,3.33
Xaa-Pro aminopeptidase CDS,5407430,5408737,1308,reverse,PP_4752,4.29,5.81
Xaa-Pro aminopeptidase,5407430,5408737,1308,reverse,,4.29,5.81
stcD CDS,5408839,5410875,2037,reverse,PP_4753,16.17,21.89
N-methylproline demethylase,5408839,5410875,2037,reverse,,16.17,21.89
TetR family transcriptional regulator CDS,5410999,5411646,648,forward,PP_4754,17.31,23.44
TetR family transcriptional regulator,5410999,5411646,648,forward,,17.31,23.44
ferrichrome-iron receptor CDS,5411776,5414169,2394,reverse,PP_4755,2.87,3.89
ferrichrome-iron receptor,5411776,5414169,2394,reverse,,2.87,3.89
gabP-V CDS,5414385,5415776,1392,reverse,PP_4756,5.07,6.86
gamma-aminobutyrate permease,5414385,5415776,1392,reverse,,5.07,6.86
gudD CDS,5416337,5417683,1347,reverse,PP_4757,4.03,5.46
bifunctional D-glucarate dehydratase/L-idarate epimerase,5416337,5417683,1347,reverse,,4.03,5.46
MFS transporter CDS,5417703,5419070,1368,reverse,PP_4758,12.83,17.37
MFS transporter,5417703,5419070,1368,reverse,,12.83,17.37
"transcriptional regulator, GntR family CDS",5419315,5420016,702,forward,PP_4759,13.40,18.15
"transcriptional regulator, GntR family",5419315,5420016,702,forward,,13.40,18.15
alcohol dehydrogenase CDS,5420088,5421098,1011,reverse,PP_4760,40.81,55.25
alcohol dehydrogenase,5420088,5421098,1011,reverse,,40.81,55.25
haloacid dehalogenase-like family hydrolase CDS,5421263,5421853,591,reverse,PP_4761,49.29,66.74
haloacid dehalogenase-like family hydrolase,5421263,5421853,591,reverse,,49.29,66.74
tesB CDS,5421850,5422719,870,reverse,PP_4762,34.53,46.74
acyl-CoA thioesterase II,5421850,5422719,870,reverse,,34.53,46.74
acetyltransferase CDS,5422869,5423405,537,reverse,PP_4763,67.06,90.78
acetyltransferase,5422869,5423405,537,reverse,,67.06,90.78
hypothetical protein CDS,5423619,5424305,687,forward,PP_5712,2.90,3.92
hypothetical protein,5423619,5424305,687,forward,,2.90,3.92
histone deacetylase family protein CDS,5424402,5425316,915,forward,PP_4764,8.90,12.05
histone deacetylase family protein,5424402,5425316,915,forward,,8.90,12.05
hypothetical protein CDS,5425465,5426703,1239,forward,PP_4765,2.63,3.56
hypothetical protein,5425465,5426703,1239,forward,,2.63,3.56
rhlE-I CDS,5426771,5428102,1332,reverse,PP_4766,10.60,14.35
ATP-dependent RNA helicase,5426771,5428102,1332,reverse,,10.60,14.35
yedA CDS,5428158,5429078,921,reverse,PP_4767,16.31,22.08
phenylalanine/threonine exporter,5428158,5429078,921,reverse,,16.31,22.08
exonuclease CDS,5429218,5429829,612,reverse,PP_4768,7.69,10.41
exonuclease,5429218,5429829,612,reverse,,7.69,10.41
hypothetical protein CDS,5429839,5430318,480,reverse,PP_4769,26.39,35.73
hypothetical protein,5429839,5430318,480,reverse,,26.39,35.73
hypothetical protein CDS,5430479,5431237,759,reverse,PP_4770,18.60,25.18
hypothetical protein,5430479,5431237,759,reverse,,18.60,25.18
membrane protein CDS,5431405,5432061,657,forward,PP_4771,15.42,20.88
membrane protein,5431405,5432061,657,forward,,15.42,20.88
hypothetical protein CDS,5432147,5432665,519,forward,PP_5713,9.41,12.74
hypothetical protein,5432147,5432665,519,forward,,9.41,12.74
hrpB CDS,5432735,5435263,2529,reverse,PP_4772,5.80,7.85
ATP-dependent helicase HrpB,5432735,5435263,2529,reverse,,5.80,7.85
hypothetical protein CDS,5435317,5435799,483,forward,PP_4773,109.02,147.60
hypothetical protein,5435317,5435799,483,forward,,109.02,147.60
fieF CDS,5435822,5436694,873,forward,PP_4774,41.46,56.12
divalent cation efflux transporter,5435822,5436694,873,forward,,41.46,56.12
hypothetical protein CDS,5436722,5437558,837,reverse,PP_4775,31.56,42.73
hypothetical protein,5436722,5437558,837,reverse,,31.56,42.73
AsnC family transcriptional regulator CDS,5437954,5438430,477,forward,PP_4776,15.55,21.06
AsnC family transcriptional regulator,5437954,5438430,477,forward,,15.55,21.06
hypothetical protein CDS,5438484,5438687,204,forward,PP_4777,56.33,76.26
hypothetical protein,5438484,5438687,204,forward,,56.33,76.26
rluE CDS,5438723,5439355,633,reverse,PP_4778,18.58,25.16
23S rRNA pseudouridine(2457) synthase,5438723,5439355,633,reverse,,18.58,25.16
amn CDS,5439362,5440825,1464,reverse,PP_4779,59.64,80.74
AMP nucleosidase,5439362,5440825,1464,reverse,,59.64,80.74
acyl-CoA dehydrogenase CDS,5440931,5442583,1653,reverse,PP_4780,20.69,28.01
acyl-CoA dehydrogenase,5440931,5442583,1653,reverse,,20.69,28.01
sensor histidine kinase CDS,5442791,5444779,1989,reverse,PP_4781,15.37,20.82
sensor histidine kinase,5442791,5444779,1989,reverse,,15.37,20.82
thiD CDS,5445045,5445842,798,forward,PP_4782,16.78,22.72
phosphomethylpyrimidine kinase,5445045,5445842,798,forward,,16.78,22.72
thiE CDS,5445856,5446479,624,forward,PP_4783,27.40,37.10
thiamine-phosphate synthase,5445856,5446479,624,forward,,27.40,37.10
hemL CDS,5446496,5447779,1284,forward,PP_4784,25.44,34.44
"glutamate-1-semialdehyde 2,1-aminomutase",5446496,5447779,1284,forward,,25.44,34.44
hypothetical protein CDS,5448024,5448569,546,forward,PP_4785,86.33,116.88
hypothetical protein,5448024,5448569,546,forward,,86.33,116.88
hypothetical protein CDS,5448573,5448899,327,reverse,PP_4786,16.88,22.85
hypothetical protein,5448573,5448899,327,reverse,,16.88,22.85
ybeZ CDS,5449132,5450130,999,forward,PP_4787,641.75,868.84
nucleoside triphosphate hydrolase domain-containing protein,5449132,5450130,999,forward,,641.75,868.84
ybeY CDS,5450123,5450596,474,forward,PP_4788,885.29,1198.55
endoribonuclease YbeY,5450123,5450596,474,forward,,885.29,1198.55
corC CDS,5450622,5451461,840,forward,PP_4789,148.32,200.80
Co(2 )/Mg(2 )efflux heat shock protein,5450622,5451461,840,forward,,148.32,200.80
lnt CDS,5451470,5452987,1518,forward,PP_4790,14.84,20.09
apolipoprotein N-acyltransferase,5451470,5452987,1518,forward,,14.84,20.09
transposase CDS,5453342,5454670,1329,forward,PP_4791,7.35,9.95
transposase,5453342,5454670,1329,forward,,7.35,9.95
hypothetical protein CDS,5454831,5455592,762,reverse,PP_4792,20.42,27.65
hypothetical protein,5454831,5455592,762,reverse,,20.42,27.65
hypothetical protein CDS,5455727,5456041,315,reverse,PP_4793,2211.05,2993.44
hypothetical protein,5455727,5456041,315,reverse,,2211.05,2993.44
leuS CDS,5456269,5458875,2607,forward,PP_4794,10.69,14.47
leucine--tRNA ligase,5456269,5458875,2607,forward,,10.69,14.47
lipoprotein CDS,5458937,5459542,606,forward,PP_4795,9.85,13.34
lipoprotein,5458937,5459542,606,forward,,9.85,13.34
holA CDS,5459582,5460619,1038,forward,PP_4796,0.70,0.94
DNA polymerase III subunit delta,5459582,5460619,1038,forward,,0.70,0.94
hypothetical protein CDS,5460836,5461000,165,forward,PP_4797,19.74,26.73
hypothetical protein,5460836,5461000,165,forward,,19.74,26.73
membrane-bound lytic murein transglycosylase CDS,5461061,5462377,1317,forward,PP_4798,55.16,74.68
membrane-bound lytic murein transglycosylase,5461061,5462377,1317,forward,,55.16,74.68
muramoyltetrapeptide carboxypeptidase CDS,5462411,5463349,939,reverse,PP_4799,17.63,23.87
muramoyltetrapeptide carboxypeptidase,5462411,5463349,939,reverse,,17.63,23.87
lipA CDS,5463448,5464464,1017,reverse,PP_4800,124.99,169.22
lipoyl synthase,5463448,5464464,1017,reverse,,124.99,169.22
lipB CDS,5464467,5465117,651,reverse,PP_4801,71.16,96.34
octanoyltransferase,5464467,5465117,651,reverse,,71.16,96.34
lipoate regulatory protein CDS,5465114,5465389,276,reverse,PP_4802,37.70,51.04
lipoate regulatory protein,5465114,5465389,276,reverse,,37.70,51.04
dacA CDS,5465463,5466623,1161,reverse,PP_4803,44.11,59.72
D-alanyl-D-alanine carboxypeptidase,5465463,5466623,1161,reverse,,44.11,59.72
rlpA CDS,5466844,5467845,1002,reverse,PP_4804,23.30,31.54
RlpA-like lipoprotein,5466844,5467845,1002,reverse,,23.30,31.54
mltB CDS,5467845,5468891,1047,reverse,PP_4805,8.12,11.00
membrane-bound lytic murein transglycosylase B,5467845,5468891,1047,reverse,,8.12,11.00
mrdB CDS,5468873,5469997,1125,reverse,PP_4806,1.93,2.61
murein transpeptidase factor,5468873,5469997,1125,reverse,,1.93,2.61
mrdA-II CDS,5470015,5471904,1890,reverse,PP_4807,16.71,22.62
transpeptidase,5470015,5471904,1890,reverse,,16.71,22.62
rlmH CDS,5471921,5472439,519,reverse,PP_4808,9.94,13.45
23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,5471921,5472439,519,reverse,,9.94,13.45
rsfS CDS,5472399,5472818,420,reverse,PP_4809,23.27,31.50
ribosomal silencing factor RsfS,5472399,5472818,420,reverse,,23.27,31.50
nadD CDS,5472862,5473554,693,reverse,PP_4810,43.34,58.68
